Date,Close,High,Low,Open,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2023-01-03,14.304595947265625,14.985101729677936,14.08575524591438,14.840206653095452,401277000
2023-01-04,14.738280296325684,14.84220480254105,14.230650080715,14.556413363429996,431324000
2023-01-05,14.254631996154785,14.553414458065303,14.137716456811608,14.480467562996974,389168000
2023-01-06,14.848201751708984,14.999092038624253,14.02380149305975,14.46348131334559,405044000
2023-01-09,15.6166410446167,16.044329449566135,15.129994555598975,15.272891218307487,504231000
2023-01-10,15.897438049316406,15.95039902678866,15.460755377830544,15.495729788044525,384101000
2023-01-11,15.98936939239502,16.016350194833073,15.551688019813112,15.828487113940936,353285000
2023-01-12,16.498998641967773,16.62490650981724,15.480739249829666,16.088298079147023,551409000
2023-01-13,16.88671875,16.909702751297328,16.153252934654883,16.266169774596744,447287000
2023-01-17,17.689132690429688,17.71511476777783,16.886716866647394,16.886716866647394,511102000
2023-01-18,17.364370346069336,17.86000821250993,17.269438176946668,17.65415856864237,439624000
2023-01-19,16.7528133392334,17.184500442534787,16.718839562488213,17.023616264759873,452932000
2023-01-20,17.826038360595703,17.84302620611704,16.8127752237374,16.998638988093326,564967000
2023-01-23,19.179052352905273,19.23101460784554,17.80505162894163,18.05087123311822,655163000
2023-01-24,19.25099754333496,19.48083182733202,18.80632127532278,18.81331615721112,496204000
2023-01-25,19.3089542388916,19.35592095937967,18.566494288431212,18.89925241669072,449537000
2023-01-26,19.787607192993164,20.151342944040152,19.26398788855709,19.686680771389888,489535000
2023-01-27,20.350194931030273,20.613004224604143,19.390893741627092,19.44785151118762,542142000
2023-01-30,19.148073196411133,20.12536109403258,19.136080881491797,19.93550056345809,488611000
2023-01-31,19.52280044555664,19.672691038847766,18.93622720547809,19.156066615240924,498017000
2023-02-01,20.927776336669922,21.176593969760216,19.596743898514525,19.67668566649622,660477000
2023-02-02,21.693220138549805,21.933045462419837,20.68495467288457,20.984735851231548,564276000
2023-02-03,21.084665298461914,21.72919698203691,20.773890504030668,20.98473759538664,429366000
2023-02-06,21.073671340942383,21.554320701023414,20.77089018549722,20.790876105149728,452197000
2023-02-07,22.156883239746094,22.24282117030571,21.134626120673612,21.366457835362763,664150000
2023-02-08,22.188861846923828,22.861373061647623,21.99200451876155,22.370728780682306,559651000
2023-02-09,22.320764541625977,23.00326867631639,22.103923210549823,22.589570028898493,523876000
2023-02-10,21.249542236328125,22.061951006496415,20.795873674211233,21.67423445489489,550737000
2023-02-13,21.772167205810547,22.031978497760864,20.946767229912165,21.52234887577708,474919000
2023-02-14,22.954303741455078,23.032246161233104,21.350468919181104,21.562314716019458,675474000
2023-02-15,22.74745750427246,22.838390978788095,22.089936628735302,22.53261359074592,420575000
2023-02-16,21.98600959777832,22.5336097369612,21.9110633459277,22.116912998504436,412026000
2023-02-17,21.37244987487793,21.7241932289398,20.959750048824304,21.61527322691013,465888000
2023-02-21,20.63998794555664,21.478376927899387,20.603014182735517,20.984736501942116,410015000
2023-02-22,20.738916397094727,21.088662409991,20.406158227387017,20.691951576718942,513184000
